License Number,Business Name,DBA/Trade Name,Business Unique ID,Business Category,License Type,License Status,Initial Issuance Date,Expiration Date,Details,Contact Phone,Address Type,Building Number,Street1,Street2,Street3,Unit Type,Apt/Suite,City,State,ZIP Code,Borough,Community Board,Council District,BIN,BBL,NTA,Census Block (2010),Census Tract (2010),Latitude,Longitude
1192930-DCA,QUIK PARK SWIFT LLC,,BA-1425769-2022,Garage & Parking Lot,Premises,Voided,03/01/2013,03/31/2025,Vehicle Capacity: 50; Bicycle Capacity: 0,2128322066,Complete Address,140,EAST   56 STREET,,,,,NEW YORK,NY,10022,Manhattan,6.0,4.0,1036625.0,1013107502.0,MN19,2000.0,100.0,40.76013,-73.969357
0367816-DCA,"PARK-SERV, INC.",,BA-1414063-2022,Garage & Parking Lot,Premises,Surrendered,05/16/2006,03/31/2025,Vehicle Capacity: 260; Bicycle Capacity: 21,2126869800,Complete Address,140,W 53RD ST,,,,,NEW YORK,NY,10019,Manhattan,5.0,4.0,1023159.0,1010050001.0,MN17,1001.0,131.0,40.76261,-73.981063
0801652-DCA,PROUD PARKING LLC,,BA-1445347-2022,Garage & Parking Lot,Premises,Voided,05/17/2006,03/31/2025,Vehicle Capacity: 86; Bicycle Capacity: 8,2126869800,Complete Address,5,EAST   22 STREET,,,,,NEW YORK,NY,10010,Manhattan,5.0,2.0,1016304.0,1008517501.0,MN13,2001.0,56.0,40.74043,-73.988976
1100843-DCA,LIVINGSTON STREET PARKING LLC,,BA-1324549-2022,Garage & Parking Lot,Premises,Voided,05/16/2006,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,212-686-9800,Complete Address,111,LIVINGSTON STREET,,,,,BROOKLYN,NY,11201,Brooklyn,2.0,33.0,3002555.0,3002660001.0,BK09,1004.0,9.0,40.69114,-73.989791
0731394-DCA,M H M PARKING LLC,,BA-1408612-2022,Garage & Parking Lot,Premises,Voided,05/16/2006,03/31/2025,Vehicle Capacity: 300; Bicycle Capacity: 21,2126869800,Complete Address,560,3 AVENUE,,,,,NEW YORK,NY,10016,Manhattan,6.0,4.0,1019099.0,1008930041.0,MN20,4000.0,80.0,40.74768,-73.976711
1336402-DCA,"G.F. PARKING, INC.",,BA-1203742-2022,Garage & Parking Lot,Premises,Active,10/19/2009,03/31/2025,Vehicle Capacity: 22; Bicycle Capacity: 0,2012143205,Complete Address,537,WEST  211 STREET,,,,,NEW YORK,NY,10034,Manhattan,12.0,10.0,1000000.0,1022290049.0,MN01,1003.0,303.0,40.86771,-73.918719
0368337-DCA,165 WEST 66TH STREET PARKING LLC,,BA-1102620-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 77; Bicycle Capacity: 7,212-686-9800,Complete Address,165,WEST   66 STREET,,,,,NEW YORK,NY,10023,Manhattan,7.0,6.0,1028837.0,1011380001.0,MN14,4001.0,153.0,40.77461,-73.983941
2001646-DCA,QP HOSP LLC,,BA-1380383-2022,Garage & Parking Lot,Premises,Voided,12/16/2013,03/31/2025,Vehicle Capacity: 142; Bicycle Capacity: 11,2126869800,Complete Address,1695,EASTCHESTER RD,,,,,BRONX,NY,10461,Bronx,11.0,13.0,2044222.0,2040850180.0,BX37,2001.0,200.0,40.84613,-73.844705
2032379-DCA,WEST 161ST PARKING CORP,,BA-1541795-2022,Garage & Parking Lot,Premises,Active,01/12/2016,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 14,6469283465,Complete Address,519,W 161ST ST,,,,,NEW YORK,NY,10032,Manhattan,12.0,10.0,1062874.0,1021200050.0,MN36,4001.0,245.0,40.83569,-73.940972
2016720-DCA,MONTAGUE PARKING LLC,,BA-1468543-2022,Garage & Parking Lot,Premises,Voided,12/22/2014,03/31/2025,Vehicle Capacity: 82; Bicycle Capacity: 0,2126869800,Complete Address,180,MONTAGUE STREET,,,,,BROOKLYN,NY,11201,Brooklyn,2.0,33.0,3002105.0,3002500030.0,BK09,1001.0,9.0,40.69408,-73.991756
2017910-DCA,SP PLUS CORPORATION,,BA-1527044-2022,Garage & Parking Lot,Premises,Voided,02/03/2015,03/31/2025,Vehicle Capacity: 209; Bicycle Capacity: 20,2123217542,Complete Address,135,WEST   50 STREET,,,,,NEW YORK,NY,10036,Manhattan,105.0,4.0,1022708.0,1010030005.0,MN17,1003.0,131.0,40.76037,-73.981533
1199393-DCA,SOHO VILLAGE PARKING LLC,,BA-1565960-2022,Garage & Parking Lot,Premises,Voided,05/17/2006,03/31/2025,Vehicle Capacity: 126; Bicycle Capacity: 12,212-686-9800,Complete Address,610,BROADWAY,,,,,NEW YORK,NY,10012,Manhattan,2.0,2.0,1008209.0,1005220001.0,MN23,2005.0,5502.0,40.72561,-73.996605
1390617-DCA,PARK KWIK LLC,,BA-1428209-2022,Garage & Parking Lot,Premises,Active,05/04/2011,03/31/2025,Vehicle Capacity: 173; Bicycle Capacity: 17,7182222500,Complete Address,770,11TH AVE,,,,,NEW YORK,NY,10019,Manhattan,104.0,3.0,1088726.0,1010827501.0,MN15,2002.0,135.0,40.76815,-73.99296
0782517-DCA,EXCELLENT PARKING LLC,,BA-1238558-2022,Garage & Parking Lot,Premises,Surrendered,05/15/2006,03/31/2025,Vehicle Capacity: 123; Bicycle Capacity: 12,2126869800,Complete Address,153,EAST   29 STREET,,,,,NEW YORK,NY,10016,Manhattan,6.0,2.0,1018263.0,1008850042.0,MN20,4001.0,72.0,40.74301,-73.981382
0368157-DCA,EFFECTIVE PARKING LLC,,BA-1228926-2022,Garage & Parking Lot,Premises,Voided,05/15/2006,03/31/2025,Vehicle Capacity: 55; Bicycle Capacity: 5,2126869800,Complete Address,435,WEST   57 STREET,,,,,NEW YORK,NY,10019,Manhattan,4.0,6.0,1026883.0,1010670012.0,MN15,1000.0,139.0,40.76839,-73.986827
1230602-DCA,ALBANY STREET PARKING LLC,,BA-1100938-2022,Garage & Parking Lot,Premises,Voided,02/28/2007,03/31/2025,Vehicle Capacity: 65; Bicycle Capacity: 6,2126869800,Complete Address,90,WEST STREET,,,,,NEW YORK,NY,10006,Manhattan,1.0,1.0,1001064.0,1000560004.0,MN25,1004.0,13.0,40.7101,-74.014789
0691393-DCA,KENSINGTON ENTERPRISES LLC,,BA-1285364-2022,Garage & Parking Lot,Premises,Voided,05/15/2006,03/31/2025,Vehicle Capacity: 114; Bicycle Capacity: 11,2126869800,Complete Address,50,WEST   97 STREET,,,,,NEW YORK,NY,10025,Manhattan,7.0,7.0,1055265.0,1018320043.0,MN12,6000.0,181.0,40.79324,-73.966301
1135061-DCA,110 EAST 16TH STREET ASSOCIATES LLC,,BA-1104907-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 275; Bicycle Capacity: 21,2126869800,Complete Address,110,E 16TH ST,,,,,NEW YORK,NY,10003,Manhattan,5.0,2.0,1017816.0,1008710074.0,MN21,3001.0,50.0,40.73562,-73.988612
0838371-DCA,CONVENIENT PARKING LLC,,BA-1199921-2022,Garage & Parking Lot,Premises,Voided,05/18/2006,03/31/2025,Vehicle Capacity: 77; Bicycle Capacity: 8,2126869800,Complete Address,215,WEST   95 STREET,,,,,NEW YORK,NY,10025,Manhattan,7.0,7.0,1071159.0,1012437501.0,MN12,7000.0,183.0,40.79363,-73.971429
1429820-DCA,"IMPERIAL PARKING (U.S.), LLC",,BA-1335819-2022,Garage & Parking Lot,Premises,Expired,05/16/2012,03/31/2025,,3472733569,Complete Address,452,10TH AVE,,,,,NEW YORK,NY,10018,Manhattan,104.0,3.0,1080374.0,1007330070.0,MN13,2002.0,111.0,40.75551,-73.998459
1343881-DCA,SEAPORT PARKING LLC,,BA-1544955-2022,Garage & Parking Lot,Premises,Voided,01/28/2010,03/31/2025,Vehicle Capacity: 661; Bicycle Capacity: 24,2126869800,Complete Address,80,BEEKMAN STREET,,,,,NEW YORK,NY,10038,Manhattan,1.0,1.0,1083347.0,1000940001.0,MN25,2003.0,1501.0,40.70871,-74.003942
2003723-DCA,BK PARKING GROUP INC.,,BA-1128923-2022,Garage & Parking Lot,Premises,Surrendered,02/21/2014,03/31/2023,Vehicle Capacity: 80; Bicycle Capacity: 8,917-327-7488,Complete Address,4566,BROADWAY,,,,,NEW YORK,NY,10040,Manhattan,112.0,10.0,1087037.0,1021720001.0,MN35,3001.0,285.0,40.8598,-73.931143
2034908-DCA,QUIK PARK 365 MANAGEMENT LLC,,BA-1440909-2022,Garage & Parking Lot,Premises,Voided,03/24/2016,03/31/2025,Vehicle Capacity: 193; Bicycle Capacity: 19,2126869800,Complete Address,365,BOND STREET,,,,,BROOKLYN,NY,11231,Brooklyn,6.0,39.0,3425036.0,3004580001.0,BK33,1004.0,77.0,40.6779,-73.990738
1127867-DCA,1330 SIXTH PARKING LLC,,BA-1129924-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 225; Bicycle Capacity: 20,2126869800,Complete Address,57,WEST   53 STREET,,,,,NEW YORK,NY,10019,Manhattan,5.0,4.0,1034522.0,1012690001.0,MN17,1002.0,104.0,40.76145,-73.978262
1232880-DCA,MURRAY 38 PARKING LLC,,BA-1459618-2022,Garage & Parking Lot,Premises,Voided,07/12/2006,03/31/2025,Vehicle Capacity: 67; Bicycle Capacity: 6,2126869800,Complete Address,155,EAST   38 STREET,,,,,NEW YORK,NY,10016,Manhattan,6.0,4.0,1019272.0,1008947502.0,MN20,1003.0,80.0,40.74843,-73.976714
2003108-DCA,BEAVER STREET PARKING LLC,,BA-1084042-2022,Garage & Parking Lot,Premises,Voided,01/31/2014,03/31/2025,Vehicle Capacity: 166; Bicycle Capacity: 17,212-785-9733,Complete Address,55,Stone St,,,,,New York,NY,10004,Manhattan,1.0,1.0,1000844.0,1000290046.0,MN25,1010.0,9.0,40.70442,-74.010221
1135103-DCA,WEST PLAZA GARAGE LLC,,BA-1539593-2022,Garage & Parking Lot,Premises,Voided,02/17/2011,03/31/2025,Vehicle Capacity: 96; Bicycle Capacity: 9,212-686-9800,Complete Address,480,2 AVENUE,,,,,NEW YORK,NY,10016,Manhattan,6.0,2.0,1082731.0,1009340001.0,MN20,8001.0,66.0,40.74049,-73.978998
2001588-DCA,425 EAST 58 GARAGE CORP,,BA-1126688-2022,Garage & Parking Lot,Premises,Active,12/13/2013,03/31/2025,Vehicle Capacity: 294; Bicycle Capacity: 21,2128384447,Complete Address,425,EAST   58 STREET,,,,,NEW YORK,NY,10022,Manhattan,6.0,5.0,1040637.0,1013700015.0,MN19,1000.0,10601.0,40.75868,-73.961705
1204173-DCA,TUNNEL 34 PARKING LLC,,BA-1552110-2022,Garage & Parking Lot,Premises,Surrendered,03/05/2009,03/31/2025,Vehicle Capacity: 190; Bicycle Capacity: 10,2126869800,Complete Address,222,EAST   34 STREET,,,,,NEW YORK,NY,10016,Manhattan,6.0,4.0,1088117.0,1009140036.0,MN20,1000.0,70.0,40.74528,-73.977094
1196302-DCA,54TH & 2ND PARKING LLC,,BA-1122484-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 25; Bicycle Capacity: 0,2126869800,Complete Address,300,EAST   55 STREET,,,,,NEW YORK,NY,10022,Manhattan,6.0,4.0,1089507.0,1013477501.0,MN19,5000.0,108.0,40.75785,-73.965889
2003554-DCA,QP 50/70 WEST 93RD STREET LLC,,BA-1455311-2022,Garage & Parking Lot,Premises,Voided,02/13/2014,03/31/2025,Vehicle Capacity: 62; Bicycle Capacity: 6,212-832-2066,Complete Address,50,WEST   93 STREET,,,,,MANHATTAN,NY,10025,Manhattan,7.0,6.0,1031639.0,1012060045.0,MN12,8000.0,177.0,40.79033,-73.967509
1135083-DCA,WEST PLAZA GARAGE LLC,,BA-1506133-2022,Garage & Parking Lot,Premises,Voided,05/18/2006,03/31/2025,Vehicle Capacity: 96; Bicycle Capacity: 9,212-686-9800,Complete Address,460,2 AVENUE,,,,,NEW YORK,NY,10016,Manhattan,6.0,2.0,1082729.0,1009340001.0,MN20,8002.0,66.0,40.73987,-73.979431
1339578-DCA,B K PARKING GR0UP INC,,BA-1121871-2022,Garage & Parking Lot,Premises,Active,11/24/2009,03/31/2025,Vehicle Capacity: 59; Bicycle Capacity: 6,9173277488,Complete Address,205,W FORDHAM RD,,,,,BRONX,NY,10468,Bronx,207.0,14.0,2015123.0,2032360220.0,BX30,1003.0,269.0,40.86269,-73.909466
2001643-DCA,QP HOSP LLC,,BA-1455221-2022,Garage & Parking Lot,Premises,Voided,12/16/2013,03/31/2025,Vehicle Capacity: 862; Bicycle Capacity: 27,2126869800,Complete Address,120,EAST  210 STREET,,,,,BRONX,NY,10467,Bronx,7.0,11.0,2018066.0,2033370035.0,BX43,1002.0,419.0,40.87982,-73.88022
1002786-DCA,111 EIGHTH AVENUE PARKING LLC,,BA-1108060-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 625; Bicycle Capacity: 24,2126869800,Complete Address,111,8 AVENUE,,,,,NEW YORK,NY,10011,Manhattan,4.0,3.0,1013043.0,1007390001.0,MN13,2000.0,83.0,40.7407,-74.001844
1263167-DCA,FLORAL 26 PARKING LLC,,BA-1201238-2022,Garage & Parking Lot,Premises,Voided,04/17/2009,03/31/2025,Vehicle Capacity: 85; Bicycle Capacity: 9,2126869800,Complete Address,55,W 25TH ST,,,,,NEW YORK,NY,10010,Manhattan,5.0,3.0,1087526.0,1008270001.0,MN13,1005.0,58.0,40.74364,-73.990567
1234298-DCA,METROPOLITAN 51 PARKING LLC,,BA-1462437-2022,Garage & Parking Lot,Premises,Voided,07/27/2006,03/31/2025,Vehicle Capacity: 200; Bicycle Capacity: 20,2123088474,Complete Address,569-573,LEXINGTON AVENUE,,,UNIT,,NEW YORK,NY,10022,Manhattan,,,,,,,,40.777731682029945,-74.00659729331792
0469761-DCA,INTEGRITY PARKING LLC,,BA-1310343-2022,Garage & Parking Lot,Premises,Voided,05/15/2006,03/31/2025,Vehicle Capacity: 60; Bicycle Capacity: 6,2126869800,Complete Address,315,EAST   72 STREET,,,,,NEW YORK,NY,10021,Manhattan,8.0,5.0,1044878.0,1014470009.0,MN31,1002.0,126.0,40.76845,-73.957519
1187112-DCA,59 AND 5TH PARKING LLC,,BA-1118001-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 136; Bicycle Capacity: 13,2126869800,Complete Address,767,5 AVENUE,,,,,NEW YORK,NY,10153,Manhattan,5.0,4.0,1036082.0,1012940001.0,MN17,1001.0,11202.0,40.76402,-73.973189
1126970-DCA,CHURCH STREET PARKING LLC,,BA-1191145-2022,Garage & Parking Lot,Premises,Voided,05/17/2006,03/31/2025,Vehicle Capacity: 88; Bicycle Capacity: 9,2126869800,Complete Address,110,CHURCH STREET,,,,,NEW YORK,NY,10007,Manhattan,1.0,1.0,1001410.0,1001260027.0,MN24,1006.0,21.0,40.71334,-74.009202
2019802-DCA,SP PLUS CORPORATION,,BA-1544279-2022,Garage & Parking Lot,Premises,Voided,03/20/2015,03/31/2025,Vehicle Capacity: 225; Bicycle Capacity: 20,2123217542,Complete Address,38,W 46TH ST,,,,,NEW YORK,NY,10036,Manhattan,105.0,4.0,1034264.0,1012610057.0,MN17,1004.0,96.0,40.75658,-73.980364
2001637-DCA,QP HOSP LLC,,BA-1424835-2022,Garage & Parking Lot,Premises,Voided,12/16/2013,03/31/2025,Vehicle Capacity: 30; Bicycle Capacity: 0,2126869800,Complete Address,1527,BLONDELL AVENUE,,,,,BRONX,NY,10461,Bronx,11.0,13.0,2044217.0,2040830013.0,BX37,2003.0,200.0,40.84573,-73.845248
2001645-DCA,QP HOSP LLC,,BA-1437370-2022,Garage & Parking Lot,Premises,Voided,12/16/2013,03/31/2025,Vehicle Capacity: 666; Bicycle Capacity: 25,2126869800,Complete Address,3414,WAYNE AVENUE,,,,,BRONX,NY,10467,Bronx,7.0,11.0,2018225.0,2033430245.0,BX43,1002.0,421.0,40.87972,-73.877917
1159595-DCA,PATRIOT PARKING LLC,,BA-1410781-2022,Garage & Parking Lot,Premises,Voided,05/16/2006,03/31/2025,Vehicle Capacity: 318; Bicycle Capacity: 21,2126869800,Complete Address,351,GREENWICH STREET,,,,,NEW YORK,NY,10013,Manhattan,1.0,1.0,1002032.0,1001807511.0,MN24,4006.0,39.0,40.71863,-74.010422
0819247-DCA,RELIANT PARKING LLC,,BA-1541846-2022,Garage & Parking Lot,Premises,Voided,05/17/2006,03/31/2025,Vehicle Capacity: 107; Bicycle Capacity: 10,2126869800,Complete Address,225,WEST   83 STREET,,,,,NEW YORK,NY,10024,Manhattan,7.0,6.0,1084303.0,1012317501.0,MN12,2000.0,171.0,40.7862,-73.97751
0769937-DCA,HUDSON VIEW GARAGE LLC,,BA-1322464-2022,Garage & Parking Lot,Premises,Voided,05/15/2006,03/31/2025,Vehicle Capacity: 107; Bicycle Capacity: 10,2126869800,Complete Address,747,10TH AVE,,,,,NEW YORK,NY,10019,Manhattan,4.0,3.0,1083800.0,1010799029.0,MN15,2008.0,135.0,40.76509,-73.991502
1130760-DCA,JDS PARKING LLC,,BA-1287368-2022,Garage & Parking Lot,Premises,Surrendered,05/15/2006,03/31/2025,Vehicle Capacity: 71; Bicycle Capacity: 7,2126869800,Complete Address,561,10 AVENUE,,,,,NEW YORK,NY,10036,Manhattan,4.0,3.0,1087341.0,1010700029.0,MN13,1000.0,117.0,40.75916,-73.995827
0780839-DCA,PRIMARY PARKING LLC,,BA-1437967-2022,Garage & Parking Lot,Premises,Expired,05/17/2006,03/31/2023,Vehicle Capacity: 181; Bicycle Capacity: 18,2126869800,Complete Address,721,10 AVENUE,,,,,NEW YORK,NY,10019,Manhattan,4.0,3.0,1083799.0,1010780023.0,MN15,1006.0,129.0,40.76415,-73.992185
1247021-DCA,GRAMERCY 24 PARKING LLC,,BA-1312101-2022,Garage & Parking Lot,Premises,Voided,01/23/2007,03/31/2025,Vehicle Capacity: 72; Bicycle Capacity: 7,2126869800,Complete Address,401,2 AVENUE,,,,,NEW YORK,NY,10010,Manhattan,6.0,2.0,1087220.0,1009049024.0,MN21,1000.0,64.0,40.73799,-73.980842
1421699-DCA,125 ST WATERFRONT LLC,,BA-1111043-2022,Garage & Parking Lot,Premises,Active,03/15/2012,03/31/2025,Vehicle Capacity: 70; Bicycle Capacity: 7,2125755335,Complete Address,69,SAINT CLAIR PLACE,,,,,NEW YORK,NY,10027,Manhattan,9.0,7.0,1059981.0,1020040012.0,MN06,1005.0,219.0,40.8178,-73.961328
0427868-DCA,249 PARKING CORP.,,BA-1112179-2022,Garage & Parking Lot,Premises,Active,03/25/1997,03/31/2025,Vehicle Capacity: 120; Bicycle Capacity: 12,2126457548,Complete Address,249,10TH AVE,,,,,NEW YORK,NY,10001,Manhattan,104.0,3.0,1012371.0,1006960035.0,MN13,1037.0,99.0,40.74874,-74.003418
1242325-DCA,"OCHRE CAR PARK, LLC",,BA-1244835-2022,Garage & Parking Lot,Premises,Failed to Renew,03/12/2009,10/27/2024,Vehicle Capacity: 650; Bicycle Capacity: 25,2129966363,Complete Address,625,ATLANTIC AVENUE,,,,,BROOKYLN,NY,11217,Brooklyn,2.0,35.0,3057470.0,3020020001.0,BK68,1006.0,35.0,40.68346,-73.975616
1330437-DCA,MTP 3300 BROADWAY CORP.,,BA-1439660-2022,Garage & Parking Lot,Premises,Active,08/25/2009,03/31/2025,Vehicle Capacity: 149; Bicycle Capacity: 14,212-575-5335,Complete Address,3270,BROADWAY,,,,,NEW YORK,NY,10027,Manhattan,9.0,7.0,1081809.0,1019860030.0,MN06,2002.0,219.0,40.81795,-73.956631
1185631-DCA,SUTTON 53 PARKING LLC,,BA-1537871-2022,Garage & Parking Lot,Premises,Voided,05/18/2006,03/31/2025,Vehicle Capacity: 182; Bicycle Capacity: 18,212-686-9800,Complete Address,410,EAST   54 STREET,,,,,NEW YORK,NY,10022,Manhattan,6.0,4.0,1040158.0,1013650009.0,MN19,1000.0,8603.0,40.75615,-73.963786
2019528-DCA,QP HOSP LLC,,BA-1396254-2022,Garage & Parking Lot,Premises,Voided,03/13/2015,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,2126869800,Complete Address,1601,SEDDON ST,,,,,BRONX,NY,10461,Bronx,10.0,18.0,2119340.0,2039920032.0,BX59,2002.0,204.0,40.84028,-73.848535
0968559-DCA,EFFICIENT PARKING LLC,,BA-1230286-2022,Garage & Parking Lot,Premises,Voided,05/15/2006,03/31/2025,Vehicle Capacity: 105; Bicycle Capacity: 10,212-686-9800,Complete Address,170,WEST   23 STREET,,,,,MANHATTAN,NY,10011,Manhattan,4.0,3.0,1068238.0,1007987502.0,MN13,1004.0,91.0,40.74368,-73.994655
2003467-DCA,QUIK PARK WEST 23RD STREET GARAGE LLC,,BA-1455889-2022,Garage & Parking Lot,Premises,Voided,02/11/2014,03/31/2025,Vehicle Capacity: 185; Bicycle Capacity: 18,2128322066,Complete Address,425,WEST   23 STREET,,,,,NEW YORK,NY,10011,Manhattan,4.0,3.0,1082708.0,1007210007.0,MN13,3000.0,93.0,40.74688,-74.002234
1135076-DCA,WEST PLAZA GARAGE LLC,,BA-1565749-2022,Garage & Parking Lot,Premises,Voided,02/17/2011,03/31/2025,Vehicle Capacity: 169; Bicycle Capacity: 16,212-686-9800,Complete Address,500,2 AVENUE,,,,,NEW YORK,NY,10016,Manhattan,6.0,4.0,1082734.0,1009340001.0,MN20,9000.0,66.0,40.74111,-73.978539
1469508-DCA,VINCENT 15 PARKING LLC,,BA-1548634-2022,Garage & Parking Lot,Premises,Voided,07/19/2013,03/31/2025,Vehicle Capacity: 90; Bicycle Capacity: 9,2126869800,Complete Address,553,AVENUE OF THE AMERICAS,,,,,NEW YORK,NY,10011,Manhattan,4.0,3.0,1014560.0,1007910036.0,MN13,3000.0,81.0,40.73815,-73.99628
1458721-DCA,SCARLET 53 PARKING LLC,,BA-1545196-2022,Garage & Parking Lot,Premises,Voided,02/28/2013,03/31/2025,Vehicle Capacity: 59; Bicycle Capacity: 5,2126869800,Complete Address,211,EAST   53 STREET,,,,,NEW YORK,NY,10022,Manhattan,6.0,4.0,1038550.0,1013277501.0,MN19,1000.0,98.0,40.7575,-73.968893
1159592-DCA,PATRIOT PARKING LLC,,BA-1421917-2022,Garage & Parking Lot,Premises,Voided,05/16/2006,03/31/2025,Vehicle Capacity: 232; Bicycle Capacity: 20,2126869800,Complete Address,308,GREENWICH ST,,,,,NEW YORK,NY,10013,Manhattan,1.0,1.0,1083243.0,1001420025.0,MN24,3000.0,39.0,40.71757,-74.010678
0469319-DCA,AFFILIATED PARKING LLC,,BA-1117072-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 25; Bicycle Capacity: 0,2126869800,Complete Address,23,EAST   38 STREET,,,,,NEW YORK,NY,10016,Manhattan,6.0,4.0,1017231.0,1008680025.0,MN20,1006.0,82.0,40.75012,-73.980723
1461597-DCA,QUIK PARK MIA GARAGE LLC,,BA-1417042-2022,Garage & Parking Lot,Premises,Voided,04/09/2013,03/31/2025,Vehicle Capacity: 140; Bicycle Capacity: 14,2123492299,Complete Address,38,BOWERY,,,,,NEW YORK,NY,10013,Manhattan,3.0,1.0,1002434.0,1002027501.0,MN27,3000.0,29.0,40.71557,-73.996494
0813280-DCA,EAST RIVER 72nd GARAGE LLC,,BA-1259036-2022,Garage & Parking Lot,Premises,Voided,05/15/2006,03/31/2025,Vehicle Capacity: 130; Bicycle Capacity: 13,212-686-9800,Complete Address,515,EAST   72 STREET,,,,,MANHATTAN,NY,10021,Manhattan,8.0,5.0,1046261.0,1014847501.0,MN31,6000.0,124.0,40.76649,-73.952871
2030917-DCA,UPTOWN PARKING CORP.,,BA-1551041-2022,Garage & Parking Lot,Premises,Active,11/30/2015,03/31/2025,Vehicle Capacity: 128; Bicycle Capacity: 13,2124903460,Complete Address,6,W 137TH ST,,,,,NEW YORK,NY,10037,Manhattan,10.0,9.0,1000000.0,1017340001.0,MN03,2000.0,212.0,40.81427,-73.937259
1130472-DCA,METROPOLITAN STORAGE CORP.,,BA-1419005-2022,Garage & Parking Lot,Premises,Active,01/16/2003,03/31/2025,Vehicle Capacity: 95; Bicycle Capacity: 9,2124903460,Complete Address,1901,1 AVENUE,,,,,NEW YORK,NY,10029,Manhattan,111.0,8.0,1083929.0,1016690001.0,MN33,1000.0,15602.0,40.78456,-73.94378
1416502-DCA,ASPEN 36 LLC,,BA-1103399-2022,Garage & Parking Lot,Premises,Voided,01/04/2012,03/31/2025,Vehicle Capacity: 118; Bicycle Capacity: 11,2126869800,Complete Address,400,WEST   63 STREET,,,,,NEW YORK,NY,10024,Manhattan,7.0,6.0,1088271.0,1011710148.0,MN14,4000.0,151.0,40.77466,-73.989952
2003461-DCA,QP 50/70 WEST 93RD STREET LLC,,BA-1441784-2022,Garage & Parking Lot,Premises,Voided,02/11/2014,03/31/2025,Vehicle Capacity: 88; Bicycle Capacity: 9,212-832-2066,Complete Address,70,WEST   93 STREET,,,,,NEW YORK,NY,10025,Manhattan,7.0,6.0,1031627.0,1012060001.0,MN12,8000.0,177.0,40.7905,-73.96792
0469004-DCA,A.R. WALKER & COMPANY INC.,,BA-1118137-2022,Garage & Parking Lot,Premises,Expired,03/17/1997,03/31/2023,,212-724-5803,Complete Address,161,WEST   82 STREET,,,,,NEW YORK,NY,10024,Manhattan,107.0,6.0,1089020.0,1012130004.0,MN12,4001.0,169.0,40.7846,-73.975698
0761016-DCA,64TH WEST END PARKING LLC,,BA-1114963-2022,Garage & Parking Lot,Premises,Voided,05/11/2006,03/31/2025,Vehicle Capacity: 106; Bicycle Capacity: 10,2126869800,Complete Address,110,WEST END AVENUE,,,,,NEW YORK,NY,10023,Manhattan,7.0,6.0,1030339.0,1011560001.0,MN14,3001.0,151.0,40.77511,-73.98789
1181110-DCA,CARLISLE PARKING LLC,,BA-1235887-2022,Garage & Parking Lot,Premises,Voided,05/17/2006,03/31/2025,Vehicle Capacity: 38; Bicycle Capacity: 0,2126869800,Complete Address,75,WEST STREET,,,,,NEW YORK,NY,10006,Manhattan,1.0,1.0,1001060.0,1000550014.0,MN25,1013.0,13.0,40.70921,-74.015063
1376342-DCA,QUIK PARK EAST 73RD ST LLC,,BA-1412315-2022,Garage & Parking Lot,Premises,Voided,03/04/2013,03/31/2025,Vehicle Capacity: 320; Bicycle Capacity: 21,2126869800,Complete Address,524,E 73RD ST,,,,,NEW YORK,NY,10021,Manhattan,8.0,5.0,1046269.0,1014840035.0,MN31,6000.0,124.0,40.76691,-73.95182
2028853-DCA,QP HOSP LLC,,BA-1428406-2022,Garage & Parking Lot,Premises,Voided,09/25/2015,03/31/2025,Vehicle Capacity: 691; Bicycle Capacity: 24,2126869800,Complete Address,1975,EASTCHESTER ROAD,,,,,BRONX,NY,10461,Bronx,11.0,13.0,2102976.0,2042050002.0,BX49,2000.0,296.0,40.85247,-73.843483
1447270-DCA,WALL PARK 45 LLC,,BA-1565737-2022,Garage & Parking Lot,Premises,Voided,10/05/2012,03/31/2025,Vehicle Capacity: 87; Bicycle Capacity: 8,2126869800,Complete Address,45,WALL STREET,,,,,NEW YORK,NY,10005,Manhattan,1.0,1.0,1000826.0,1000260021.0,MN25,1009.0,7.0,40.70648,-74.009677
2003468-DCA,QUIK PARK LIBBY 2 LLC,,BA-1412021-2022,Garage & Parking Lot,Premises,Voided,02/11/2014,03/31/2025,Vehicle Capacity: 51; Bicycle Capacity: 5,,Complete Address,300,EAST   48 STREET,,,,,NEW YORK,NY,10017,Manhattan,6.0,4.0,1038905.0,1013400001.0,MN19,3000.0,90.0,40.75348,-73.969108
